Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá,Ngành_hàng
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,23500.0,"Lúa, gạo"
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,19500.0,"Lúa, gạo"
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,13000.0,"Lúa, gạo"
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,19500.0,"Lúa, gạo"
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,12300.0,"Lúa, gạo"
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,18750.0,"Lúa, gạo"
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,16250.0,"Lúa, gạo"
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/12/2024 12:00:00 AM,16000.0,"Lúa, gạo"
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9700.0,"Lúa, gạo"
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,19500.0,"Lúa, gạo"
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,19000.0,"Lúa, gạo"
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9200.0,"Lúa, gạo"
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,7900.0,"Lúa, gạo"
Nàng Hoa 9,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9550.0,"Lúa, gạo"
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,26000.0,"Lúa, gạo"
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,10750.0,"Lúa, gạo"
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,22000.0,"Lúa, gạo"
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9700.0,"Lúa, gạo"
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9350.0,"Lúa, gạo"
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,18500.0,"Lúa, gạo"
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,15000.0,"Lúa, gạo"
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,8300.0,"Lúa, gạo"
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,11466.67,"Lúa, gạo"
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,8500.0,"Lúa, gạo"
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,15620.0,"Lúa, gạo"
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,15380.0,"Lúa, gạo"
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,15860.0,"Lúa, gạo"
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,22000.0,"Lúa, gạo"
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,16500.0,"Lúa, gạo"
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,9600.0,"Lúa, gạo"
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/11/2024 12:00:00 AM,10100.0,"Lúa, gạo"
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,10000.0,"Lúa, gạo"
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,11300.0,"Lúa, gạo"
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,10400.0,"Lúa, gạo"
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,12600.0,"Lúa, gạo"
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,12600.0,"Lúa, gạo"
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,12000.0,"Lúa, gạo"
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,13600.0,"Lúa, gạo"
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,9400.0,"Lúa, gạo"
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,9600.0,"Lúa, gạo"
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,10600.0,"Lúa, gạo"
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,9400.0,"Lúa, gạo"
OM 5451,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,9700.0,"Lúa, gạo"
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,9800.0,"Lúa, gạo"
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,10200.0,"Lúa, gạo"
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,18600.0,"Lúa, gạo"
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,17900.0,"Lúa, gạo"
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,20000.0,"Lúa, gạo"
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,25300.0,"Lúa, gạo"
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,20000.0,"Lúa, gạo"
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,12700.0,"Lúa, gạo"
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,19850.0,"Lúa, gạo"
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,12300.0,"Lúa, gạo"
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,18500.0,"Lúa, gạo"
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,15500.0,"Lúa, gạo"
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/10/2024 12:00:00 AM,16100.0,"Lúa, gạo"
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9700.0,"Lúa, gạo"
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,19500.0,"Lúa, gạo"
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,19000.0,"Lúa, gạo"
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9100.0,"Lúa, gạo"
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,7900.0,"Lúa, gạo"
Nàng Hoa 9,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9550.0,"Lúa, gạo"
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,26000.0,"Lúa, gạo"
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,10750.0,"Lúa, gạo"
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,22000.0,"Lúa, gạo"
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9700.0,"Lúa, gạo"
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9350.0,"Lúa, gạo"
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,18500.0,"Lúa, gạo"
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,15000.0,"Lúa, gạo"
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,8300.0,"Lúa, gạo"
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,11466.67,"Lúa, gạo"
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,8500.0,"Lúa, gạo"
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,15620.0,"Lúa, gạo"
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,15380.0,"Lúa, gạo"
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,15860.0,"Lúa, gạo"
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,22000.0,"Lúa, gạo"
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,16500.0,"Lúa, gạo"
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,9600.0,"Lúa, gạo"
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/9/2024 12:00:00 AM,10100.0,"Lúa, gạo"
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,1/8/2024 12:00:00 AM,9100.0,"Lúa, gạo"
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9100.0,"Lúa, gạo"
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9600.0,"Lúa, gạo"
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,10900.0,"Lúa, gạo"
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,10000.0,"Lúa, gạo"
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,12200.0,"Lúa, gạo"
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,12200.0,"Lúa, gạo"
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,11400.0,"Lúa, gạo"
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,13200.0,"Lúa, gạo"
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9500.0,"Lúa, gạo"
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,10000.0,"Lúa, gạo"
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9400.0,"Lúa, gạo"
OM 5451,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9500.0,"Lúa, gạo"
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9800.0,"Lúa, gạo"
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,9900.0,"Lúa, gạo"
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,16500.0,"Lúa, gạo"
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,18000.0,"Lúa, gạo"
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,24750.0,"Lúa, gạo"
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,17500.0,"Lúa, gạo"
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,11300.0,"Lúa, gạo"
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,19250.0,"Lúa, gạo"
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,12000.0,"Lúa, gạo"
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,14900.0,"Lúa, gạo"
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/5/2024 12:00:00 AM,15750.0,"Lúa, gạo"
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9700.0,"Lúa, gạo"
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,19500.0,"Lúa, gạo"
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,19000.0,"Lúa, gạo"
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,7900.0,"Lúa, gạo"
Nàng Hoa 9,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9550.0,"Lúa, gạo"
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,26000.0,"Lúa, gạo"
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,10750.0,"Lúa, gạo"
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,22000.0,"Lúa, gạo"
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9700.0,"Lúa, gạo"
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9350.0,"Lúa, gạo"
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,18500.0,"Lúa, gạo"
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,15000.0,"Lúa, gạo"
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,8300.0,"Lúa, gạo"
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,11800.0,"Lúa, gạo"
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,8500.0,"Lúa, gạo"
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,15620.0,"Lúa, gạo"
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,15380.0,"Lúa, gạo"
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,15860.0,"Lúa, gạo"
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,22000.0,"Lúa, gạo"
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,16500.0,"Lúa, gạo"
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,9600.0,"Lúa, gạo"
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/4/2024 12:00:00 AM,10000.0,"Lúa, gạo"
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9600.0,"Lúa, gạo"
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,10900.0,"Lúa, gạo"
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,10000.0,"Lúa, gạo"
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,12200.0,"Lúa, gạo"
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,12200.0,"Lúa, gạo"
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,11400.0,"Lúa, gạo"
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,13200.0,"Lúa, gạo"
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9500.0,"Lúa, gạo"
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,10000.0,"Lúa, gạo"
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9400.0,"Lúa, gạo"
OM 5451,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9500.0,"Lúa, gạo"
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9800.0,"Lúa, gạo"
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,9900.0,"Lúa, gạo"
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,20000.0,"Lúa, gạo"
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,19000.0,"Lúa, gạo"
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,23000.0,"Lúa, gạo"
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,26500.0,"Lúa, gạo"
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,13500.0,"Lúa, gạo"
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,12500.0,"Lúa, gạo"
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,20000.0,"Lúa, gạo"
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,16350.0,"Lúa, gạo"
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,1/3/2024 12:00:00 AM,16750.0,"Lúa, gạo"
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,21000.0,"Lúa, gạo"
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,9700.0,"Lúa, gạo"
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,17000.0,"Lúa, gạo"
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,19500.0,"Lúa, gạo"
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,9000.0,"Lúa, gạo"
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,19000.0,"Lúa, gạo"
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,7900.0,"Lúa, gạo"
Nàng Hoa 9,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,9550.0,"Lúa, gạo"
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,26000.0,"Lúa, gạo"
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,10750.0,"Lúa, gạo"
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,22000.0,"Lúa, gạo"
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,9700.0,"Lúa, gạo"
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,9350.0,"Lúa, gạo"
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,18500.0,"Lúa, gạo"
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,15000.0,"Lúa, gạo"
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,8300.0,"Lúa, gạo"
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,1/2/2024 12:00:00 AM,11800.0,"Lúa, gạo"
